6.840214729309082031e+00,8.684825301170349121e-01
2.267882585525512695e+00,7.136685252189636230e-01
6.880799770355224609e+00,9.266862869262695312e-01
2.458857774734497070e+00,8.077174425125122070e-01
2.115527391433715820e+00,7.648789882659912109e-01
5.890196800231933594e+00,8.680100440979003906e-01
3.787631273269653320e+00,8.263888955116271973e-01
6.687655925750732422e+00,9.045985341072082520e-01
4.671080589294433594e+00,8.331649899482727051e-01
2.654223442077636719e+00,7.423397898674011230e-01
1.690292358398437500e+00,7.383849024772644043e-01
2.787797451019287109e+00,7.734959721565246582e-01
4.542502403259277344e+00,7.854943275451660156e-01
6.883385658264160156e+00,9.151361584663391113e-01
2.692233324050903320e+00,7.952677607536315918e-01
7.005678653717041016e+00,9.368793964385986328e-01
3.934686899185180664e+00,8.112069368362426758e-01
3.321976900100708008e+00,7.323796749114990234e-01
7.213668823242187500e+00,9.191516041755676270e-01
7.068446159362792969e+00,9.445037245750427246e-01
3.361314058303833008e+00,7.248157858848571777e-01
7.348302364349365234e+00,9.324690103530883789e-01
7.142732620239257812e+00,9.225123524665832520e-01
2.215714454650878906e+00,7.369276285171508789e-01
3.180773973464965820e+00,7.974542975425720215e-01
4.457581043243408203e+00,8.710408210754394531e-01
3.413181781768798828e+00,7.876387834548950195e-01
6.045396804809570312e+00,8.763592243194580078e-01
6.190125465393066406e+00,8.877310752868652344e-01
9.097046852111816406e-01,6.685360670089721680e-01
6.704972743988037109e+00,8.952046036720275879e-01
6.865482330322265625e+00,9.241461753845214844e-01
6.933955669403076172e+00,9.280428886413574219e-01
6.928213119506835938e+00,9.016031622886657715e-01
6.966939449310302734e+00,9.099755883216857910e-01
7.164654731750488281e+00,9.340972900390625000e-01
1.445960640907287598e+00,6.910148859024047852e-01
1.655997753143310547e+00,7.473852038383483887e-01
7.007040023803710938e+00,9.428249001502990723e-01
1.766579031944274902e+00,7.109968662261962891e-01
7.190346240997314453e+00,8.904396891593933105e-01
2.639309883117675781e+00,8.037471175193786621e-01
6.418243408203125000e+00,9.247124791145324707e-01
2.659702301025390625e+00,7.470517158508300781e-01
3.801113367080688477e+00,8.570494055747985840e-01
7.620980262756347656e+00,9.344727396965026855e-01
3.248854637145996094e+00,8.478188514709472656e-01
6.878232002258300781e+00,9.665629267692565918e-01
7.807638645172119141e+00,9.489639401435852051e-01
6.853744506835937500e+00,8.964648842811584473e-01
6.156798362731933594e+00,8.964284062385559082e-01
1.389185428619384766e+00,6.540504693984985352e-01
7.178125858306884766e+00,9.420291781425476074e-01
7.267177104949951172e+00,9.473006725311279297e-01
6.183146476745605469e+00,8.953208327293395996e-01
6.533173561096191406e+00,8.879410624504089355e-01
2.151938438415527344e+00,7.138297557830810547e-01
6.577235698699951172e+00,9.027079343795776367e-01
3.555319309234619141e+00,8.358663320541381836e-01
4.916374683380126953e+00,8.046327829360961914e-01
1.741897463798522949e+00,6.930068731307983398e-01
1.921416521072387695e+00,7.216593027114868164e-01
3.019645690917968750e+00,7.722475528717041016e-01
7.464052200317382812e+00,9.751880168914794922e-01
