1.990000000000000000e+02,5.994000000000000000e+03
1.870000000000000000e+02,5.750000000000000000e+02
1.320000000000000000e+02,1.777500000000000000e+04
1.220000000000000000e+02,2.523000000000000000e+03
1.330000000000000000e+02,7.744000000000000000e+03
2.090000000000000000e+02,4.502160000000000000e+05
8.900000000000000000e+01,1.110120000000000000e+05
1.260000000000000000e+02,5.427199609375000000e+04
6.000000000000000000e+00,9.513900781250000000e+04
4.100000000000000000e+01,7.232600000000000000e+04
3.700000000000000000e+01,7.631999511718750000e+03
1.610000000000000000e+02,1.512630000000000000e+05
1.490000000000000000e+02,7.500000000000000000e+03
1.200000000000000000e+01,6.889000000000000000e+04
2.060000000000000000e+02,1.944000000000000000e+04
7.400000000000000000e+01,1.413760000000000000e+05
5.000000000000000000e+00,1.650480000000000000e+05
1.990000000000000000e+02,8.448000000000000000e+03
1.900000000000000000e+01,5.766000488281250000e+03
7.900000000000000000e+01,1.094400000000000000e+04
1.170000000000000000e+02,1.822499843750000000e+05
6.600000000000000000e+01,2.048000000000000000e+04
1.990000000000000000e+02,8.937299218750000000e+04
2.340000000000000000e+02,1.509200097656250000e+04
1.090000000000000000e+02,3.700400000000000000e+04
1.500000000000000000e+02,6.391600000000000000e+04
1.310000000000000000e+02,1.642500000000000000e+04
1.670000000000000000e+02,2.048000000000000000e+05
2.530000000000000000e+02,3.841600000000000000e+04
2.000000000000000000e+02,1.568000000000000000e+04
1.360000000000000000e+02,3.456000000000000000e+03
1.620000000000000000e+02,5.198400000000000000e+04
1.170000000000000000e+02,6.091200000000000000e+04
7.800000000000000000e+01,2.513700000000000000e+04
2.030000000000000000e+02,3.240000000000000000e+02
3.200000000000000000e+01,4.706800000000000000e+04
1.100000000000000000e+02,8.875200000000000000e+04
1.980000000000000000e+02,2.803300000000000000e+04
3.100000000000000000e+01,5.420800000000000000e+04
1.310000000000000000e+02,1.010880000000000000e+05
8.500000000000000000e+01,2.754000000000000000e+04
4.700000000000000000e+01,2.420000000000000000e+03
2.000000000000000000e+01,6.722800000000000000e+04
6.100000000000000000e+01,3.717900000000000000e+04
7.100000000000000000e+01,1.022400000000000000e+04
1.100000000000000000e+02,2.856600000000000000e+04
9.200000000000000000e+01,7.056000000000000000e+04
1.210000000000000000e+02,4.377600000000000000e+04
1.020000000000000000e+02,5.054000000000000000e+03
2.250000000000000000e+02,5.312000000000000000e+03
6.100000000000000000e+01,3.400000000000000000e+04
1.520000000000000000e+02,1.539000000000000000e+05
1.280000000000000000e+02,3.600000000000000000e+03
1.040000000000000000e+02,1.322500000000000000e+04
7.200000000000000000e+01,3.136000000000000000e+03
2.180000000000000000e+02,7.750000000000000000e+02
4.900000000000000000e+01,8.800000000000000000e+03
9.400000000000000000e+01,2.340900000000000000e+05
6.200000000000000000e+01,3.822000000000000000e+03
1.400000000000000000e+01,1.520000000000000000e+03
1.600000000000000000e+02,2.352000000000000000e+03
6.800000000000000000e+01,1.787660000000000000e+05
1.250000000000000000e+02,7.920000000000000000e+04
3.600000000000000000e+01,2.944000000000000000e+03
