128.0,532688.0,10.0,
16.0,49600.0,2139.0,
64.0,787175.0,4.0,
256.0,352500.0,20.0,
256.0,33600.0,65.0,
32.0,3325.0,2439.0,
32.0,731010.0,64.0,
16.0,163200.0,333.0,
64.0,890307.0,16.0,
32.0,4256973.0,11.0,
128.0,1664704.0,6.0,
64.0,118384.0,70.0,
128.0,23064.0,191.0,
64.0,381264.0,75.0,
32.0,1550196.0,36.0,
256.0,3887000.0,1.0,
64.0,1543158.0,7.0,
16.0,27508.0,1840.0,
256.0,1330000.0,4.0,
32.0,13.0,1480.0,
128.0,114264.0,4.0,
32.0,512.0,3866.0,
64.0,10350.0,248.0,
256.0,217503.0,20.0,
128.0,21142.0,624.0,
64.0,367701.0,25.0,
256.0,588350.0,9.0,
128.0,388800.0,25.0,
128.0,9037413.0,1.0,
64.0,87451.0,370.0,
128.0,2209.0,4013.0,
16.0,242208.0,515.0,
16.0,31772.0,2526.0,
256.0,92610.0,87.0,
128.0,107604.0,106.0,
64.0,118976.0,171.0,
256.0,129437.0,25.0,
128.0,119646.0,92.0,
256.0,21780.0,112.0,
32.0,58800.0,95.0,
16.0,1642284.0,11.0,
16.0,12789.0,2325.0,
32.0,395200.0,78.0,
128.0,360000.0,39.0,
32.0,2852388.0,10.0,
64.0,123904.0,185.0,
16.0,382743.0,330.0,
16.0,67032.0,1534.0,
32.0,454272.0,27.0,
128.0,322514.0,50.0,
16.0,74420.0,1024.0,
64.0,5164551.0,2.0,
128.0,61875.0,253.0,
128.0,96237.0,18.0,
128.0,8854468.0,1.0,
256.0,16577.0,441.0,
64.0,3202528.0,5.0,
128.0,2336029.0,2.0,
128.0,344988.0,41.0,
128.0,560.0,146.0,
32.0,53789.0,374.0,
128.0,1050.0,951.0,
16.0,44800.0,2098.0,
32.0,1296.0,2022.0,
16.0,73167.0,1118.0,
256.0,7776.0,682.0,
256.0,84113.0,57.0,
128.0,23.0,4063.0,
32.0,558600.0,118.0,
128.0,5790025.0,1.0,
32.0,187974.0,212.0,
256.0,377196.0,19.0,
32.0,799952.0,33.0,
32.0,259210.0,104.0,
256.0,47432.0,113.0,
32.0,1434172.0,11.0,
128.0,826281.0,6.0,
256.0,139445.0,45.0,
256.0,75411.0,110.0,
16.0,463644.0,280.0,
256.0,9800.0,463.0,
64.0,83248.0,381.0,
256.0,623598.0,4.0,
128.0,352512.0,21.0,
128.0,42588.0,389.0,
64.0,1394450.0,11.0,
16.0,704.0,1431.0,
32.0,791312.0,72.0,
64.0,9386.0,717.0,
64.0,792756.0,17.0,
128.0,79704.0,61.0,
64.0,1356732.0,21.0,
128.0,48640.0,14.0,
128.0,722000.0,6.0,
256.0,2.0,1727.0,
64.0,1275281.0,16.0,
16.0,223147.0,576.0,
64.0,89304.0,272.0,
16.0,2678400.0,11.0,
128.0,189216.0,38.0,
256.0,7002164.0,1.0,
256.0,63888.0,118.0,
32.0,12.0,3434.0,
64.0,59136.0,166.0,
16.0,4111924.0,12.0,
64.0,354609.0,62.0,
16.0,20000.0,805.0,
128.0,768.0,4084.0,
128.0,650268.0,3.0,
32.0,740772.0,77.0,
64.0,1574304.0,10.0,
32.0,65340.0,504.0,
16.0,106807.0,276.0,
128.0,2690800.0,4.0,
256.0,676260.0,5.0,
16.0,158108.0,796.0,
32.0,22050.0,947.0,
128.0,766656.0,9.0,
128.0,426974.0,8.0,
256.0,228888.0,4.0,
16.0,169000.0,272.0,
16.0,24843.0,2289.0,
256.0,1979159.0,3.0,
64.0,99220.0,104.0,
16.0,184975.0,238.0,
128.0,19965.0,295.0,
16.0,25344.0,2693.0,
64.0,2120640.0,12.0,
16.0,1448986.0,25.0,
16.0,504525.0,198.0,
128.0,1745075.0,1.0,
64.0,75712.0,428.0,
256.0,2247484.0,1.0,
128.0,430612.0,7.0,
256.0,171462.0,25.0,
64.0,27342.0,806.0,
16.0,2569693.0,16.0,
16.0,452709.0,143.0,
16.0,278850.0,282.0,
16.0,17136.0,1853.0,
32.0,107500.0,596.0,
256.0,2135843.0,2.0,
16.0,288.0,1241.0,
128.0,2477508.0,4.0,
256.0,2592.0,3179.0,
128.0,1004571.0,1.0,
128.0,120083.0,100.0,
64.0,178200.0,57.0,
64.0,121275.0,81.0,
64.0,1176.0,2090.0,
128.0,42471.0,84.0,
128.0,28224.0,486.0,
32.0,25012.0,433.0,
64.0,2639104.0,5.0,
32.0,3030454.0,8.0,
32.0,67032.0,395.0,
64.0,970000.0,13.0,
16.0,264384.0,437.0,
64.0,26568.0,98.0,
64.0,48276.0,302.0,
32.0,2792176.0,16.0,
128.0,953040.0,9.0,
64.0,4471250.0,5.0,
64.0,216333.0,145.0,
32.0,1218816.0,19.0,
32.0,1185408.0,8.0,
32.0,86400.0,677.0,
64.0,3426962.0,2.0,
128.0,37200.0,101.0,
256.0,1390000.0,2.0,
32.0,330057.0,115.0,
256.0,323035.0,10.0,
128.0,47974.0,231.0,
128.0,212992.0,23.0,
256.0,15552.0,406.0,
64.0,92046.0,114.0,
16.0,3481.0,1411.0,
16.0,62422.0,1039.0,
128.0,313168.0,47.0,
256.0,118125.0,43.0,
32.0,353648.0,72.0,
16.0,2704000.0,38.0,
128.0,1385100.0,10.0,
16.0,729.0,3030.0,
32.0,214326.0,192.0,
64.0,184041.0,146.0,
16.0,96579.0,87.0,
16.0,2286387.0,51.0,
16.0,1091444.0,34.0,
256.0,676.0,3591.0,
64.0,105800.0,231.0,
128.0,52215.0,140.0,
128.0,263375.0,14.0,
16.0,167580.0,518.0,
16.0,64757.0,610.0,
16.0,1161600.0,47.0,
256.0,297052.0,12.0,
64.0,422576.0,41.0,
32.0,7488.0,919.0,
128.0,19968.0,699.0,
32.0,379948.0,87.0,
64.0,439400.0,59.0,
128.0,1568160.0,7.0,
64.0,38115.0,375.0,
64.0,57856.0,100.0,
32.0,44436.0,608.0,
256.0,250488.0,4.0,
16.0,204.0,3212.0,
64.0,4508.0,4059.0,
64.0,14336.0,2064.0,
128.0,676164.0,6.0,
16.0,354609.0,366.0,
16.0,740.0,2555.0,
64.0,135675.0,146.0,
32.0,4046848.0,12.0,
64.0,457056.0,20.0,
32.0,1128125.0,18.0,
256.0,86640.0,30.0,
32.0,788020.0,23.0,
32.0,4896.0,1303.0,
256.0,2044900.0,3.0,
16.0,364485.0,354.0,
128.0,1432448.0,6.0,
64.0,516856.0,28.0,
256.0,97344.0,64.0,
32.0,55296.0,365.0,
64.0,174240.0,19.0,
32.0,20736.0,253.0,
128.0,310464.0,16.0,
64.0,621639.0,50.0,
16.0,1444.0,1460.0,
16.0,2032.0,1957.0,
32.0,776511.0,10.0,
128.0,3969.0,3283.0,
16.0,896400.0,28.0,
64.0,247572.0,73.0,
128.0,416752.0,30.0,
64.0,1694925.0,17.0,
256.0,1460000.0,4.0,
64.0,89908.0,66.0,
128.0,1488350.0,1.0,
16.0,469409.0,180.0,
16.0,223200.0,386.0,
32.0,430000.0,12.0,
16.0,4316870.0,16.0,
64.0,1035125.0,15.0,
32.0,424159.0,29.0,
256.0,2415739.0,2.0,
256.0,502346.0,15.0,
128.0,171396.0,11.0,
64.0,3734754.0,2.0,
16.0,400000.0,314.0,
128.0,1148775.0,8.0,
32.0,95616.0,592.0,
128.0,221778.0,57.0,
256.0,908.0,25.0,
32.0,973125.0,29.0,
128.0,821250.0,4.0,
64.0,81685.0,117.0,
256.0,112148.0,8.0,
16.0,119.0,844.0,
256.0,999424.0,3.0,
32.0,145200.0,163.0,
32.0,1980621.0,29.0,
64.0,1900.0,1645.0,
16.0,205379.0,74.0,
256.0,5982300.0,1.0,
16.0,524264.0,61.0,
64.0,46656.0,146.0,
16.0,52598.0,1871.0,
128.0,1907388.0,3.0,
256.0,6315892.0,1.0,
256.0,138600.0,14.0,
