1.600000000000000000e+01,1.550000000000000000e+02,2.300000000000000000e+01
1.280000000000000000e+02,9.320000000000000000e+02,2.824000000000000000e+03
1.600000000000000000e+01,5.431690000000000000e+05,8.200000000000000000e+01
1.600000000000000000e+01,1.740800000000000000e+04,1.130000000000000000e+03
1.600000000000000000e+01,1.818624000000000000e+06,5.900000000000000000e+01
3.200000000000000000e+01,8.000000610351562500e+02,1.534000000000000000e+03
2.560000000000000000e+02,4.620799609375000000e+04,1.780000000000000000e+02
1.600000000000000000e+01,5.825000000000000000e+03,2.061000000000000000e+03
1.600000000000000000e+01,1.318149000000000000e+06,4.100000000000000000e+01
6.400000000000000000e+01,2.265120156250000000e+05,1.100000000000000000e+02
1.600000000000000000e+01,2.959360000000000000e+05,2.410000000000000000e+02
3.200000000000000000e+01,1.446520000000000000e+05,3.650000000000000000e+02
3.200000000000000000e+01,2.570320000000000000e+05,4.600000000000000000e+01
3.200000000000000000e+01,8.033960000000000000e+05,7.600000000000000000e+01
6.400000000000000000e+01,1.414399902343750000e+04,5.600000000000000000e+01
2.560000000000000000e+02,2.421720000000000000e+05,1.300000000000000000e+01
1.600000000000000000e+01,1.363523875000000000e+06,9.600000000000000000e+01
3.200000000000000000e+01,1.650000000000000000e+05,8.400000000000000000e+01
1.600000000000000000e+01,3.993600000000000000e+04,1.850000000000000000e+03
3.200000000000000000e+01,1.475000000000000000e+05,3.920000000000000000e+02
1.280000000000000000e+02,4.410000000000000000e+03,8.840000000000000000e+02
1.280000000000000000e+02,9.807660000000000000e+05,1.600000000000000000e+01
6.400000000000000000e+01,7.211100000000000000e+04,7.000000000000000000e+01
3.200000000000000000e+01,2.692250000000000000e+05,1.570000000000000000e+02
1.280000000000000000e+02,3.702599687500000000e+05,4.200000000000000000e+01
3.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+00
1.280000000000000000e+02,9.481500000000000000e+04,3.000000000000000000e+00
2.560000000000000000e+02,3.939840312500000000e+05,1.200000000000000000e+01
3.200000000000000000e+01,1.446480125000000000e+06,1.000000000000000000e+01
2.560000000000000000e+02,7.154000000000000000e+03,3.030000000000000000e+02
1.600000000000000000e+01,2.100000000000000000e+01,3.269000000000000000e+03
3.200000000000000000e+01,1.715175000000000000e+06,1.300000000000000000e+01
1.280000000000000000e+02,7.938000000000000000e+04,2.020000000000000000e+02
3.200000000000000000e+01,8.208640000000000000e+05,7.000000000000000000e+01
3.200000000000000000e+01,1.502800000000000000e+05,8.000000000000000000e+01
3.200000000000000000e+01,1.937500000000000000e+04,2.022000000000000000e+03
3.200000000000000000e+01,7.338464500000000000e+06,8.000000000000000000e+00
3.200000000000000000e+01,1.850886000000000000e+06,6.000000000000000000e+00
1.280000000000000000e+02,2.187360000000000000e+05,5.500000000000000000e+01
2.560000000000000000e+02,3.860540312500000000e+05,1.500000000000000000e+01
6.400000000000000000e+01,6.760000000000000000e+03,1.406000000000000000e+03
3.200000000000000000e+01,6.246400000000000000e+04,7.940000000000000000e+02
1.600000000000000000e+01,2.325852000000000000e+06,1.100000000000000000e+01
3.200000000000000000e+01,5.227200000000000000e+06,1.000000000000000000e+01
3.200000000000000000e+01,2.780750000000000000e+05,2.350000000000000000e+02
1.600000000000000000e+01,2.414916000000000000e+06,4.100000000000000000e+01
2.560000000000000000e+02,5.221500000000000000e+04,2.800000000000000000e+01
3.200000000000000000e+01,1.293600000000000000e+04,1.720000000000000000e+02
1.280000000000000000e+02,5.832000000000000000e+03,9.890000000000000000e+02
1.280000000000000000e+02,3.111500000000000000e+05,1.500000000000000000e+01
2.560000000000000000e+02,3.097600000000000000e+04,5.500000000000000000e+01
1.600000000000000000e+01,4.972600000000000000e+04,2.195000000000000000e+03
3.200000000000000000e+01,2.484000000000000000e+03,1.206000000000000000e+03
6.400000000000000000e+01,3.034500000000000000e+04,1.570000000000000000e+02
1.600000000000000000e+01,4.909600000000000000e+04,1.939000000000000000e+03
3.200000000000000000e+01,3.840000000000000000e+03,2.561000000000000000e+03
3.200000000000000000e+01,1.324800000000000000e+04,3.766000000000000000e+03
6.400000000000000000e+01,5.390550000000000000e+06,2.000000000000000000e+00
1.280000000000000000e+02,8.876550000000000000e+05,1.500000000000000000e+01
6.400000000000000000e+01,2.181470000000000000e+05,2.800000000000000000e+01
3.200000000000000000e+01,1.765800000000000000e+04,7.860000000000000000e+02
2.560000000000000000e+02,2.700000000000000000e+04,1.660000000000000000e+02
1.600000000000000000e+01,4.036752000000000000e+06,1.200000000000000000e+01
6.400000000000000000e+01,2.136160000000000000e+05,2.100000000000000000e+01
