4.557258605957031250e+00,7.218021750450134277e-01
6.642563343048095703e+00,9.155691266059875488e-01
6.950089454650878906e+00,9.064623117446899414e-01
5.528556108474731445e-01,4.384966194629669189e-01
4.034786224365234375e+00,6.614109873771667480e-01
8.179262280464172363e-01,4.100711643695831299e-01
2.579298734664916992e+00,7.114581465721130371e-01
6.679361820220947266e+00,9.191719293594360352e-01
6.513486862182617188e+00,9.046369194984436035e-01
4.743636131286621094e+00,8.499068617820739746e-01
6.491168975830078125e+00,9.022969603538513184e-01
7.591792106628417969e+00,9.095491766929626465e-01
6.562220573425292969e+00,9.030845165252685547e-01
3.552983522415161133e+00,8.619938492774963379e-01
5.387630939483642578e+00,8.631396293640136719e-01
6.203414916992187500e+00,8.320218920707702637e-01
5.697776317596435547e+00,9.137760996818542480e-01
6.926810264587402344e+00,9.241577386856079102e-01
6.415006160736083984e+00,8.792148232460021973e-01
7.132806301116943359e+00,9.083401560783386230e-01
7.229929447174072266e+00,9.106456637382507324e-01
6.141705989837646484e+00,8.685737252235412598e-01
6.108615875244140625e+00,9.088513851165771484e-01
6.130467891693115234e+00,8.830086588859558105e-01
7.017723560333251953e+00,9.230442643165588379e-01
6.924860954284667969e+00,9.068492650985717773e-01
3.385902404785156250e+00,7.971793413162231445e-01
8.924069404602050781e-01,6.184262633323669434e-01
5.647905826568603516e+00,8.740629553794860840e-01
6.612751483917236328e+00,9.135360121726989746e-01
1.320699810981750488e+00,6.142181754112243652e-01
7.258701801300048828e+00,9.064204096794128418e-01
7.144199848175048828e+00,9.177952408790588379e-01
6.240730285644531250e+00,9.083811044692993164e-01
6.991942405700683594e+00,9.316657185554504395e-01
6.218603610992431641e+00,8.826668858528137207e-01
6.953433513641357422e+00,9.168997406959533691e-01
6.286633968353271484e+00,9.121916890144348145e-01
7.011211395263671875e+00,9.040848016738891602e-01
4.256521701812744141e+00,7.417455911636352539e-01
5.544891357421875000e+00,7.938694357872009277e-01
4.673708915710449219e+00,8.919470310211181641e-01
3.944183588027954102e+00,8.166162371635437012e-01
1.405898809432983398e+00,3.911942839622497559e-01
5.035778045654296875e+00,8.436720371246337891e-01
2.858360052108764648e+00,8.025579452514648438e-01
6.263683319091796875e+00,8.944092392921447754e-01
7.245300769805908203e+00,9.327394962310791016e-01
6.475553035736083984e+00,9.087828397750854492e-01
7.029303550720214844e+00,9.118129014968872070e-01
7.216724872589111328e+00,9.140971899032592773e-01
1.542508602142333984e+00,6.775478124618530273e-01
4.518809318542480469e+00,8.402346372604370117e-01
6.968940734863281250e+00,9.370367527008056641e-01
3.016449451446533203e+00,8.234984278678894043e-01
7.597921371459960938e+00,9.405362010002136230e-01
6.439495563507080078e+00,8.971983790397644043e-01
5.221893787384033203e+00,7.343903183937072754e-01
7.218753814697265625e+00,9.321623444557189941e-01
7.267220497131347656e+00,9.384670853614807129e-01
6.500985145568847656e+00,9.216719865798950195e-01
5.933357715606689453e+00,9.017615914344787598e-01
7.933579444885253906e+00,9.408814907073974609e-01
2.111029624938964844e+00,7.539260983467102051e-01
