64.0,302500.0,103.0,
64.0,192753.0,110.0,
16.0,792.0,815.0,
128.0,364800.0,2.0,
256.0,209088.0,32.0,
32.0,907200.0,72.0,
32.0,22188.0,2197.0,
256.0,3361832.0,1.0,
32.0,1203992.0,40.0,
16.0,33300.0,586.0,
64.0,151263.0,100.0,
256.0,995328.0,3.0,
256.0,1786344.0,1.0,
32.0,372587.0,155.0,
64.0,2239488.0,10.0,
128.0,1638630.0,2.0,
64.0,32448.0,872.0,
32.0,3513840.0,13.0,
128.0,700284.0,11.0,
128.0,64251.0,120.0,
128.0,1605632.0,3.0,
32.0,125902.0,194.0,
32.0,1796256.0,29.0,
32.0,242688.0,172.0,
256.0,253920.0,7.0,
64.0,1318900.0,4.0,
128.0,582435.0,19.0,
16.0,1161600.0,12.0,
64.0,502150.0,15.0,
16.0,204693.0,340.0,
256.0,910224.0,3.0,
64.0,172872.0,90.0,
16.0,75712.0,789.0,
256.0,331240.0,1.0,
16.0,626175.0,52.0,
16.0,25480.0,2443.0,
16.0,1179.0,2091.0,
256.0,332992.0,1.0,
256.0,26508.0,217.0,
32.0,32.0,1003.0,
256.0,594838.0,1.0,
32.0,196.0,2092.0,
32.0,4625.0,3707.0,
256.0,1004800.0,5.0,
32.0,35200.0,1675.0,
64.0,288.0,1905.0,
16.0,156672.0,369.0,
128.0,363200.0,22.0,
256.0,417874.0,17.0,
16.0,1195137.0,59.0,
32.0,1963638.0,13.0,
256.0,340676.0,13.0,
128.0,1352538.0,2.0,
16.0,3867993.0,26.0,
128.0,127813.0,78.0,
64.0,286517.0,57.0,
256.0,1980.0,3356.0,
256.0,805860.0,3.0,
256.0,845.0,3830.0,
64.0,17797.0,583.0,
32.0,673501.0,73.0,
64.0,53946.0,62.0,
128.0,3016123.0,1.0,
128.0,1078772.0,5.0,
16.0,88556.0,1461.0,
128.0,43120.0,312.0,
16.0,21100.0,2656.0,
128.0,900000.0,4.0,
256.0,2079.0,1902.0,
64.0,8192.0,3519.0,
64.0,3332.0,2541.0,
16.0,132300.0,904.0,
32.0,1893119.0,21.0,
16.0,4332.0,2925.0,
128.0,462400.0,34.0,
128.0,68962.0,111.0,
64.0,5832.0,2243.0,
64.0,9216.0,308.0,
128.0,915552.0,13.0,
128.0,999248.0,5.0,
256.0,64152.0,31.0,
128.0,309729.0,43.0,
32.0,128576.0,440.0,
64.0,1143574.0,17.0,
16.0,404931.0,58.0,
64.0,571824.0,12.0,
32.0,5940.0,1174.0,
32.0,8800.0,3084.0,
16.0,3074928.0,18.0,
256.0,2729312.0,1.0,
32.0,97200.0,417.0,
128.0,1282894.0,8.0,
16.0,505175.0,7.0,
64.0,374616.0,29.0,
256.0,26620.0,96.0,
32.0,42250.0,623.0,
128.0,10125.0,1385.0,
128.0,178848.0,70.0,
256.0,62866.0,63.0,
256.0,26195.0,172.0,
128.0,8748.0,1414.0,
16.0,44032.0,840.0,
64.0,50575.0,619.0,
128.0,42300.0,12.0,
64.0,49197.0,338.0,
128.0,267300.0,15.0,
256.0,309304.0,12.0,
256.0,1164240.0,2.0,
32.0,2394928.0,18.0,
64.0,565152.0,23.0,
64.0,198927.0,83.0,
64.0,463359.0,60.0,
32.0,39004.0,1141.0,
16.0,97344.0,650.0,
128.0,3775.0,2557.0,
128.0,1344.0,2858.0,
32.0,1948566.0,2.0,
128.0,26325.0,60.0,
128.0,1238976.0,11.0,
32.0,2269350.0,5.0,
256.0,137.0,287.0,
32.0,3131100.0,9.0,
64.0,146700.0,109.0,
64.0,53016.0,151.0,
128.0,65559.0,203.0,
128.0,85000.0,104.0,
64.0,659883.0,33.0,
128.0,12231.0,1352.0,
64.0,227200.0,127.0,
128.0,162.0,655.0,
32.0,87001.0,141.0,
